0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
-5.004135E-05, 0.03638501
-0.000407846, 0.2039396
-0.0008646036, 0.3919098
-0.001245064, 0.5639067
-0.001562192, 0.722989
-0.001907185, 0.8905055
-0.00228782, 1.06753
-0.00261401, 1.223682
-0.00288462, 1.399545
0.005787772, 1.564239
0.03069777, 1.697044
0.04126569, 1.735856
0.04126571, 1.735857
0.04126598, 1.735857
0.04126601, 1.735857
0.04126601, 1.735856
0.04126585, 1.735856
0.04126586, 1.735857
0.04126604, 1.735857
0.04126607, 1.735857
0.04126628, 1.735856
0.04126648, 1.735856
0.04126655, 1.735856
0.04126646, 1.735856
0.04126678, 1.735856
0.04126663, 1.735856
0.04126642, 1.735857
0.04126604, 1.735856
0.04126593, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.04126573, 1.735857
0.08056367, 1.833444
0.1312916, 1.960525
0.1863938, 2.098686
0.2449684, 2.245441
0.299099, 2.381105
0.3514326, 2.512256
0.4093891, 2.650453
0.4885421, 2.788208
0.5695381, 2.886043
0.690046, 2.99172
0.8366895, 3.079368
0.9863033, 3.138668
1.154476, 3.174483
1.328703, 3.182194
1.484992, 3.164093
1.659531, 3.113719
1.81789, 3.036553
1.947375, 2.943302
2.069983, 2.821029
2.178125, 2.685952
2.294282, 2.538285
2.340217, 2.479888
2.340217, 2.479888
2.340217, 2.479888
2.340217, 2.479888
2.340217, 2.479888
2.340217, 2.479888
2.340217, 2.479888
2.340217, 2.479888
2.340217, 2.479887
2.340217, 2.479887
2.340217, 2.479887
2.340218, 2.479887
2.340218, 2.479887
2.340217, 2.479887
2.340217, 2.479887
2.340217, 2.479887
2.340216, 2.479887
2.340217, 2.479887
2.340217, 2.479887
2.340217, 2.479887
2.340218, 2.479888
2.340218, 2.479887
2.340218, 2.479887
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
2.340218, 2.479888
